Well ID,WellName,ENVOperator,County,ENVInterval,CompletionDate,LL,Total Fluid,Total Proppant,Well Spacing,"Fluid, bbl/ft","Proppant, lb/ft",ppg,Oil EUR,Gas EUR,"Isopach, ft",Eff Porosity,Sw,TVD,FVF
42-317425220000,TITO'S 31-42 3WA,PETROLEGACY ENERGY II,MARTIN,WOLFCAMP A,4/10/2020,7636,327950,0,,42.9,0,0,522,748,289.6,0.071,0.104872511,8767.2,1.7
42-383407280000,MIZE C 145-146 (ALLOC-G) 7NU,LAREDO,REAGAN,WOLFCAMP A,2/18/2020,10026,564936,23782419,,56.3,2372,1,291,3562,268.6,0.066,0.054920109,7447,1.5
42-317426120000,GEORGE WASHINGTON WOLCOTT (AJ) 4LR,DIAMONDBACK,MARTIN,LOWER SPRABERRY,8/23/2020,7786,614295,25922040,,78.9,3329,1,,,407.3,0.063,0.210856868,9253.7,1.7
42-329437910000,HARRIS 17-20-C 4205H,PIONEER,MIDLAND,WOLFCAMP A,11/12/2020,10324,555387,21270283,,53.8,2060,0.9,,,275.7,0.088,0.060588985,8859.7,1.5
42-173374790000,JIM TOM 42C 3H,PIONEER,GLASSCOCK,WOLFCAMP A,10/28/2018,10022,451552,22934682,,45.1,2288,1.2,758,514,326.6,0.075,0.105772205,8565,1.6
42-173375040000,G. SCHWARTZ 17-8 (ALLOC-H) 8NC,LAREDO,GLASSCOCK,WOLFCAMP D,5/7/2017,9753,617199,15624021,,63.3,1602,0.6,438,4107,320.8,0.044,0.29354096,9422.2,1.6
42-227386750000,RIPLEY 10-2 A 15WA,SM ENERGY,HOWARD,WOLFCAMP A,3/31/2016,6886,249990,10117164,,36.3,1469,1,416,295,340.2,0.07,0.137378455,7725.6,1.6
42-227389680000,FULLER F 6SH,LEGACY,HOWARD,LOWER SPRABERRY,9/11/2017,9636,0,0,,,,,281,655,241.2,0.098,0.182713263,7020.6,1.6
42-227389440000,WALDRON SABRE UNIT 1804WA,OCCIDENTAL,HOWARD,WOLFCAMP A,6/6/2017,6902,286837,9348608,,41.6,1354,0.8,514,843,366.3,0.063,0.394069873,7688,1.6
42-317404680000,CAMPBELL WEST SN 134-321 03 203H,DIAMONDBACK,MARTIN,WOLFCAMP B,4/18/2017,10772,527618,19209725,,49,1783,0.9,581,2574,123.2,0.068,0.450691931,9946.4,1.4
42-329407110000,TEXAS TEN Y PU 3902H,PIONEER,MIDLAND,WOLFCAMP B,5/28/2016,9903,521508,16902289,,52.7,1707,0.8,359,1529,236.1,0.061,0.095585101,9711,1.7
42-329408710000,NOBLES 3226SH,EXXON,MIDLAND,LOWER SPRABERRY,3/1/2018,10353,572370,14640057,,55.3,1414,0.6,259,869,358.1,0.063,0.138364169,9340.7,1.5
42-329409110000,TEXAS TEN Y PU 605H,PIONEER,MIDLAND,WOLFCAMP A,5/27/2017,10022,505780,17884471,,50.5,1785,0.8,935,,308.7,0.07,0.117533231,9350.7,1.5
42-329412260000,JOHN BRAUN A UNIT 1 0111AH,EXXON,MIDLAND,WOLFCAMP A,2/19/2017,7684,300709,8446734,,39.1,1099,0.7,448,2592,327.4,0.059,0.095561504,9509,1.5
42-317404950000,SALE RANCH 22L 12H,PIONEER,MARTIN,WOLFCAMP B,8/9/2017,9809,547847,17301569,,55.9,1764,0.8,542,3635,172,0.055,0.55607317,9550.8,1.4
42-329406310000,"HUTT, DONALD L.'C' 2409H",PIONEER,MIDLAND,WOLFCAMP A,11/26/2016,7679,370679,13200447,,48.3,1719,0.9,432,1474,379.4,0.067,0.140487276,9242,1.7
42-329409560000,DICKENSON A SN 20-17 02 602H,DIAMONDBACK,MIDLAND,MIDDLE SPRABERRY,7/20/2017,9422,428451,16803890,,45.5,1783,0.9,322,1026,297.8,0.061,0.178479627,7883.6,1.5
42-329410200000,ST S-ST RR I 503LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,11/22/2016,8485,345322,13385275,,40.7,1578,0.9,387,1041,331.5,0.061,0.186321608,9198.3,1.5
42-329410980000,SCHARBAUER C 36/37 F 3632H,CHEVRON,MIDLAND,WOLFCAMP B,6/1/2017,6600,323320,13262699,,49,2009,1,318,441,195.4,0.043,0.0468398,9602.5,1.5
42-329412570000,BRADFORD 35L 12H,PIONEER,MIDLAND,WOLFCAMP A,5/2/2018,9722,549398,29638056,,56.5,3049,1.3,486,1264,365.6,0.066,0.138116294,9207.1,1.5
42-329414290000,FC 'F' 42-43WSL (ALLOC) 7UA,ENDEAVOR,MIDLAND,WOLFCAMP A,7/29/2018,10196,450233,16239351,,44.2,1593,0.9,493,1057,371.2,0.07,0.132114779,9325.8,1.5
42-003473800000,"UNIVERSITY ""7-43"" 50H",PIONEER,ANDREWS,LOWER SPRABERRY,3/30/2017,9127,498769,27475171,,54.6,3010,1.3,763,727,408.1,0.059,0.185633808,9463.9,
42-329399080000,PEGASUS FIELD UNIT 3 8182H,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,4/2/2015,5412,358821,32072459,,66.3,5926,2.1,522,1274,412,0.057,0.221154503,8761.2,1.7
42-003432740000,ULS CDU 5-9 2H,ZARVONA ENERGY,ANDREWS,WOLFCAMP A,1/15/2012,3549,63628,1097580,,17.9,309,0.4,18,5,146.2,0.056,0.12130763,10049.7,
42-329398150000,LYNCH A HZ 12HS,APACHE,MIDLAND,LOWER SPRABERRY,11/27/2016,7614,477680,17482145,,62.7,2296,0.9,423,493,389.6,0.088,0.184104029,9200.5,1.7
42-461390070000,CRYSTAL A UNIT 1H,ZARVONA ENERGY,UPTON,WOLFCAMP B,8/1/2014,4844,177357,4812800,,36.6,994,0.7,178,1196,251.5,0.065,0.283162095,8702,1.5
42-329404230000,PEGGY 101WB,LARIO OIL & GAS,MIDLAND,WOLFCAMP B,10/28/2015,9721,421286,13648549,,43.3,1404,0.8,478,1319,352.2,0.074,0.486077025,9288.4,1.7
42-383385950000,COATES B - COATES A UNIT 3 1HM,BTA,REAGAN,WOLFCAMP B,8/5/2014,7951,211482,11951900,,26.6,1503,1.4,191,,357.3,0.07,0.229765542,7598.9,1.5
42-383385500000,"UNIVERSITY ""58-32"" 9H",PIONEER,REAGAN,WOLFCAMP B,8/21/2014,10438,260924,9915454,,25,950,0.9,247,396,353.1,0.077,0.149531633,8034.4,1.5
42-383379110000,UNIVERSITY 10 2802H,FDL,REAGAN,WOLFCAMP A,11/21/2012,7380,165876,61892,,22.5,8,0,115,500,392.2,0.062,0.152303219,7512.8,1.5
42-461395350000,CVX ALLOCATION 3331H,SM ENERGY,UPTON,WOLFCAMP B,12/12/2014,7630,401686,14410652,,52.6,1889,0.9,373,2111,133.9,0.066,0.045278669,9774.5,1.5
42-329396450000,"HUTT, DONALD L. FEE 1603H",PIONEER,MIDLAND,WOLFCAMP B,7/16/2015,4740,195493,5776619,,41.2,1219,0.7,159,853,300.3,0.076,0.240210915,9336.4,1.7
42-383387040000,JL MCMASTER 155-156 (ALLOC-G) 7SU,LAREDO,REAGAN,WOLFCAMP A,11/3/2014,7501,249222,8363432,,33.2,1115,0.8,413,1027,281.1,0.062,0.055136956,7567.8,1.5
42-227386610000,GRATIS 32 R 1HB,CROWNQUEST,HOWARD,WOLFCAMP B,12/21/2015,9953,179075,15794227,,18,1587,2.1,467,924,210.1,0.077,0.238069115,8463,1.6
42-317395230000,SCHARBAUER RANCH 312H,PIONEER,MARTIN,WOLFCAMP B,3/9/2015,9151,188022,9981806,,20.5,1091,1.3,279,717,156.7,0.07,0.394030278,10054.5,1.4
42-383375550000,UNIVERSITY '1-18' 2H,PIONEER,REAGAN,WOLFCAMP B,8/31/2012,6062,196650,6881411,,32.4,1135,0.8,74,263,165.6,0.074,0.154860798,8205.6,1.5
42-383394180000,STOKES 14 4210H 4210H,PIONEER,REAGAN,WOLFCAMP A,9/12/2015,4794,196095,7789840,,40.9,1625,1,253,757,334.4,0.071,0.083203795,8570.4,1.5
42-383393200000,UNIVERSITY SR 23-26 33HS,FDL,REAGAN,WOLFCAMP A,4/13/2015,7093,216641,9291207,,30.5,1310,1,169,,365.1,0.062,0.115951693,7889.4,1.5
42-003455330000,MABEE 240B X1 2HW,CONOCOPHILLIPS,ANDREWS,WOLFCAMP B,4/13/2014,7050,269519,9069771,,38.2,1286,0.8,269,649,137.1,0.06,0.189512955,10151.2,
42-227386680000,SHIELDS UNIT 3107WA,OCCIDENTAL,HOWARD,WOLFCAMP A,2/26/2016,9647,378848,12448316,,39.3,1290,0.8,631,589,359.1,0.075,0.101248783,7653,1.6
42-383383970000,ROCKER B 124 E UNIT 1246SH,DISCOVERY,REAGAN,WOLFCAMP B,2/25/2014,7762,228634,8712713,,29.5,1122,0.9,,,342.8,0.067,0.275724027,7466.5,1.5
42-317393460000,SOUTH CURTIS RANCH 2343DH,OCCIDENTAL,MARTIN,WOLFCAMP D,8/29/2014,6179,200370,6247918,,32.4,1011,0.7,129,200,324.2,0.042,0.43248338,10389.1,1.4
42-317392050000,SALE RANCH 16B 2H,PIONEER,MARTIN,WOLFCAMP D,6/8/2014,6132,221481,5872184,,36.1,958,0.6,115,,422.7,0.054,0.446917889,10220.5,1.4
42-383385610000,SUGG-A- 1581SM,LAREDO,REAGAN,WOLFCAMP B,7/13/2014,6992,217529,7220013,,31.1,1033,0.8,231,632,260,0.065,0.261740991,7875.6,1.5
42-383394240000,SUGG-A- 1716SU,LAREDO,REAGAN,WOLFCAMP A,12/24/2015,9906,352208,11336437,,35.6,1144,0.8,164,11728,315,0.072,0.076568139,7776.6,1.5
42-383395510000,SUGG-A- 1438SM,LAREDO,REAGAN,WOLFCAMP B,5/20/2016,7646,441097,19840203,,57.7,2595,1.1,323,4570,316.9,0.059,0.268284323,7674.9,1.5
42-329399350001,DORA ROBERTS RANCH UNIT 4034H,OCCIDENTAL,MIDLAND,MIDDLE SPRABERRY,2/11/2017,8879,0,0,,,,,198,265,0,0,0,8251,1.7
42-383377230001,SRH-A- 91H,LAREDO,REAGAN,WOLFCAMP A,4/9/2014,6938,0,0,,,,,238,,0,0,0,7299.2,1.5
42-329411020000,TEXAS TEN Y PU 3708H,PIONEER,MIDLAND,WOLFCAMP A,3/13/2018,9872,477424,20752243,,48.4,2102,1,872,1201,280.3,0.071,0.109010769,9390.7,1.5
42-317403830000,GLASSCOCK 5B 2H,PIONEER,MARTIN,WOLFCAMP A,4/14/2018,9872,444524,0,,45,0,0,404,1211,239.5,0.06,0.207066533,9325.6,1.4
42-329413560000,TEXAS TEN Y PU 4017H,PIONEER,MIDLAND,JO MILL,9/23/2018,9581,387646,23075915,,40.5,2409,1.4,830,1423,344.7,0.04,0.40338951,8655.2,1.5
42-329398520000,SHACKELFORD K 3311H,PIONEER,MIDLAND,WOLFCAMP A,4/15/2017,9758,473299,17404322,,48.5,1784,0.9,534,1338,239.9,0.081,0.170868633,8831.3,1.7
42-329403950000,PRESTON A 3608H,PIONEER,MIDLAND,WOLFCAMP A,12/27/2016,7818,366634,13734121,,46.9,1757,0.9,215,996,291.3,0.084,0.11186394,8983.5,1.7
42-329408940000,WHITEFISH UNIT 801LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,10/4/2017,12979,541860,21181618,,41.7,1632,0.9,1546,1821,392.9,0.07,0.237979474,9084.1,1.5
42-329413730000,KEYSTONE 1005H,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,8/14/2017,9744,374786,17852859,,38.5,1832,1.1,514,488,301.3,0.063,0.183179818,8917.9,1.5
42-383396830000,UNIVERSITY CENTRAL 0112DH,RRP OPERATING LLC,REAGAN,WOLFCAMP A,10/25/2016,9898,378870,17195622,,38.3,1737,1.1,272,1412,313.1,0.071,0.15608828,7687.5,1.5
42-329389570000,ST W 705H,DIAMONDBACK,MIDLAND,WOLFCAMP B,1/15/2014,7681,344966,11468553,,44.9,1493,0.8,173,397,126.9,0.056,0.109125264,9873,1.7
42-329394220000,KENDRA - ANNIE 4 1484H,CALLON,MIDLAND,WOLFCAMP B,12/1/2014,7752,284181,8052971,,36.7,1039,0.7,,,117.7,0.056,0.118855748,9904.1,1.7
42-329399350000,DORA ROBERTS RANCH UNIT 4034H,OCCIDENTAL,MIDLAND,MIDDLE SPRABERRY,4/16/2015,8879,0,0,,,,,,,308.3,0.069,0.229291882,8251,1.7
42-317402890000,SALE RANCH 28N 14H,PIONEER,MARTIN,WOLFCAMP A,2/16/2016,7202,227700,10114823,,31.6,1404,1.1,257,891,246.7,0.055,0.200571804,9179.8,1.4
42-173369470000,SABINE A NS 35-38 01 201H,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,10/12/2015,7777,163961,9124108,,21.1,1173,1.3,141,3597,345,0.066,0.250792473,8028.3,1.6
42-173363840000,SABINE A SN 35-26 03 103H,DIAMONDBACK,GLASSCOCK,WOLFCAMP A,12/21/2014,7637,214642,9386000,,28.1,1229,1,138,2721,341.5,0.064,0.082765163,7754.3,1.6
42-461398470000,"UNIVERSITY ""3-14"" 51H",PIONEER,UPTON,WOLFCAMP B,5/14/2015,8401,113572,3563047,,13.5,424,0.8,324,340,249.6,0.065,0.165688998,9080.4,1.5
42-461388530000,JANEY 5H,ZARVONA ENERGY,UPTON,WOLFCAMP B,12/9/2013,4823,213778,8624112,,44.3,1788,1,190,178,269.6,0.065,0.29821122,8813.9,1.5
42-383381530000,UNIVERSITY 10 3603H,FDL,REAGAN,WOLFCAMP B,2/16/2014,7622,177667,6031858,,23.3,791,0.8,93,253,357.4,0.063,0.247113565,8208.2,1.5
42-135427120000,MUNN-CLARK 2617H,EARTHSTONE,ECTOR,WOLFCAMP B,11/5/2013,4663,136839,4968740,,29.3,1066,0.9,311,,110.3,0.064,0.16196706,9817.9,1.6
42-329400520000,TEXAS TEN Y PU 3602H,PIONEER,MIDLAND,WOLFCAMP B,2/12/2016,9875,390022,13389236,,39.5,1356,0.8,409,1402,248.1,0.071,0.152622297,9669.1,1.7
42-135433890000,PARKS BELL HZ UNIT 3921H,CONOCOPHILLIPS,ECTOR,LOWER SPRABERRY,5/8/2016,7247,238095,11887765,,32.9,1640,1.2,385,382,270.7,0.065,0.255044327,9309.8,1.6
42-383393750000,SUGG E 197-195 (ALLOC-A) 1SU,LAREDO,REAGAN,WOLFCAMP B,1/24/2016,10030,560480,18401234,,55.9,1835,0.8,301,5017,235.7,0.076,0.253510646,8006.7,1.5
42-383390350000,UNIVERSITY 2A 2302LH,SEQUITUR,REAGAN,WOLFCAMP B,3/17/2015,9329,334756,11642738,,35.9,1248,0.8,325,1295,301.2,0.057,0.237304085,8710,1.5
42-329393340000,ST 4507H,DIAMONDBACK,MIDLAND,WOLFCAMP B,1/26/2015,4815,313855,9065634,,65.2,1883,0.7,167,394,104.4,0.075,0.122292972,9868.3,1.7
42-329403560000,ST 4001LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,11/5/2015,5124,340953,9709001,,66.5,1895,0.7,270,1032,395.3,0.065,0.171356418,9234.8,1.7
42-173375270000,TOM-CORSON 41A 1H,PIONEER,GLASSCOCK,WOLFCAMP B,10/21/2017,9796,407971,19733121,,41.6,2014,1.2,334,1006,263.1,0.071,0.384326408,8707.1,1.6
42-329408670000,PRESTON B 3212H,PIONEER,MIDLAND,WOLFCAMP A,5/9/2017,10017,0,0,,,,,531,3197,258.1,0.08,0.094649123,8819.6,1.5
42-383382260000,UNIVERSITY 10 2704H,FDL,REAGAN,WOLFCAMP B,8/7/2017,7872,380223,15388070,,48.3,1955,1,257,421,337.5,0.064,0.247560624,7937.2,1.5
42-317407350000,NORTHEAST SCHARBAUER 1315H,PIONEER,MARTIN,LOWER SPRABERRY,2/16/2018,8167,356290,20987614,,43.6,2570,1.4,586,318,389.4,0.071,0.203719792,9269.4,2
42-227390490000,GUITAR GALUSHA 4AA,CROWNQUEST,HOWARD,WOLFCAMP A,4/21/2018,7689,340436,13804076,,44.3,1795,1,271,1479,237,0.066,0.047811596,8064.5,1.6
42-329415940000,"SCHROCK, W.M. 2326 8HM",APACHE,MIDLAND,WOLFCAMP A,4/1/2018,5730,288758,9832359,,50.4,1716,0.8,232,1683,374.7,0.072,0.124784526,8863,1.5
42-329416320000,ST-ST RR N 500LS,DIAMONDBACK,MIDLAND,LOWER SPRABERRY,11/2/2017,10372,393759,16129038,,38,1555,1,545,1980,329.9,0.062,0.187374227,9177.1,1.5
42-461405800000,XBC GIDDINGS ESTATE 4120H,PIONEER,UPTON,WOLFCAMP B,10/10/2019,10622,553398,21344908,,52.1,2009,0.9,316,2276,213.4,0.079,0.19733556,9366,1.5
42-329416240000,CMC FENWAY 22/34 D 0023WB,CHEVRON,MIDLAND,WOLFCAMP B,4/23/2018,7682,0,0,,,,,425,,216.3,0.053,0.284246802,9874.8,1.5
42-227390760000,GUITAR GALUSHA 7HB,CROWNQUEST,HOWARD,WOLFCAMP B,12/20/2017,7687,342259,13616960,,44.5,1771,1,228,523,247.7,0.068,0.278047263,8265.8,1.6
42-227391080000,MIDDLETON UNIT A 47-38 1BH,SURGE OPERATING,HOWARD,WOLFCAMP A,9/8/2017,9767,534283,20879668,,54.7,2138,0.9,288,1010,315.4,0.082,0.237822706,8123.3,1.6
42-227391120000,PHILLIPS 5B 3HK,OVINTIV,HOWARD,WOLFCAMP A,8/29/2017,9366,522351,24393914,,55.8,2605,1.1,483,467,344.5,0.061,0.145167897,7643.9,1.6
42-003475420000,MABEE 240C X22 2308MS,CONOCOPHILLIPS,ANDREWS,MIDDLE SPRABERRY,12/16/2017,10025,697242,25134271,,69.6,2507,0.9,280,728,273.9,0.046,0.08235709,8798,1.6
42-317408330000,WHITAKER 22-27 UNIT 2251WA,SM ENERGY,MARTIN,WOLFCAMP A,11/29/2017,10276,624863,19602883,,60.8,1908,0.8,499,445,241.4,0.076,0.17743415,8104.5,2
42-461406040000,DAVIDSON UNIT 1 0104BH,EXXON,UPTON,WOLFCAMP B,8/7/2018,10333,617558,17635287,,59.8,1707,0.7,595,1803,252.7,0.079,0.195778787,9764.9,1.5
42-173376020000,SAXON L 1104WB,DIAMONDBACK,GLASSCOCK,WOLFCAMP B,12/10/2017,10150,358582,16860738,,35.3,1661,1.1,242,2352,296.6,0.07,0.362789628,8686.5,1.6
42-227391670000,FRAZIER STALLINGS B UNIT 0404WA,OCCIDENTAL,HOWARD,WOLFCAMP A,7/6/2018,7551,267621,0,,35.4,0,0,313,360,376.5,0.056,0.293483851,7615.4,1.6
42-227391760000,WILLIAMS 21 A 2WA,DIAMONDBACK,HOWARD,WOLFCAMP A,2/3/2018,10390,414330,9702720,,39.9,934,0.6,384,1622,340.9,0.065,0.150240284,8177.7,1.6
42-173376500000,BODINE-C- 305NM,LAREDO,GLASSCOCK,WOLFCAMP B,5/5/2018,7248,444270,10531352,,61.3,1453,0.6,96,,355.3,0.06,0.596362807,8575,1.6
42-317409260000,TIGER UNIT SN 245-252 407H,DIAMONDBACK,MARTIN,WOLFCAMP D,4/1/2018,7531,449091,13400869,,59.6,1779,0.7,149,1077,371.5,0.051,0.453386577,10415.4,2
42-227392450000,GUITAR NORTH 2721LS,SM ENERGY,HOWARD,LOWER SPRABERRY,6/29/2018,9815,529012,18569195,,53.9,1892,0.8,444,625,448.2,0.08,0.227474245,7656.6,1.6
42-227392700000,COSTANZA B 4846WA,SM ENERGY,HOWARD,WOLFCAMP A,5/17/2018,10374,636976,19599953,,61.4,1889,0.7,192,238,335,0.062,0.162938349,7849.9,1.6
42-317409970000,SALE RANCH W14L 112H,PIONEER,MARTIN,WOLFCAMP B,2/26/2018,7022,398481,30050560,,56.7,4279,1.8,670,1564,208.4,0.057,0.259816404,9352,2
42-317410520000,TARZAN UNIT 2 2028SH,EXXON,MARTIN,DEAN,11/5/2018,10303,571861,14487005,,55.5,1406,0.6,439,1101,228.7,0.062,0.513745921,8565.9,2
42-227392710000,NEWTON 43BK 5HK,OVINTIV,HOWARD,WOLFCAMP A,9/3/2018,7762,361123,14769712,,46.5,1903,1,210,424,275.9,0.057,0.144875897,7701.5,1.6
42-329420310000,BRD ASTRODOME UNIT 0122WA,CHEVRON,MIDLAND,WOLFCAMP A,3/11/2019,7641,568072,23495920,,74.3,3075,1,302,212,380.7,0.069,0.131231228,9432.6,1.5
42-227392980000,COME-THOU-FOUNT 2223C 4AA,CROWNQUEST,HOWARD,WOLFCAMP A,5/23/2018,10177,404060,17770316,,39.7,1746,1.1,622,970,320.3,0.065,0.13591967,7810.6,1.6
42-317411420000,KINGSFIELD D 09BL,DIAMONDBACK,MARTIN,WOLFCAMP B,5/28/2018,7614,246393,13354571,,32.4,1754,1.3,215,846,177.9,0.066,0.249451672,9628,2
42-329422720000,BRD ASTRODOME UNIT 0136WA,CHEVRON,MIDLAND,WOLFCAMP A,2/14/2019,7642,578655,22185547,,75.7,2903,0.9,650,491,371.2,0.069,0.133171972,9335.8,1.5
42-317412750000,MARGARET M4 (ALLOC-1SH) 3LL,DIAMONDBACK,MARTIN,LOWER SPRABERRY,12/28/2018,10658,658555,27297368,,61.8,2561,1,540,616,437.7,0.062,0.186026806,9163.5,2
42-383401500000,SHERROD 16-0901 0901BH,EXXON,REAGAN,WOLFCAMP B,4/8/2019,10354,585188,17676632,,56.5,1707,0.7,767,1020,271.4,0.073,0.344195566,9061.7,1.5
42-317412900000,HN 249G 5HE,OVINTIV,MARTIN,LOWER SPRABERRY,8/10/2018,7880,357716,15306183,,45.4,1942,1,359,668,408,0.058,0.193087899,9363.5,2
42-317412430000,STRAIN RANCH 13B-24B-A 4202H,PIONEER,MARTIN,WOLFCAMP A,7/23/2018,10390,364721,19890682,,35.1,1914,1.3,514,1062,203.1,0.058,0.180229854,8881.5,2
42-329422150000,MASK HZ UNIT 1014H,CONOCOPHILLIPS,MIDLAND,JO MILL,4/13/2019,9845,393086,1515305,,39.9,154,0.1,900,889,390.7,0.057,0.480282273,8761.5,1.5
42-317412890000,HN 249F 3HF,OVINTIV,MARTIN,LOWER SPRABERRY,8/10/2018,7934,383026,15622261,,48.3,1969,1,496,301,409.5,0.057,0.193082968,9521.6,2
42-173378390000,KOONCE SOUTH 46-3 UNIT 1 213,ENDEAVOR,GLASSCOCK,WOLFCAMP B,11/13/2018,9751,433062,15877643,,44.4,1628,0.9,366,997,320.8,0.06,0.378601249,8686.9,1.6
42-317413240000,BOX NAIL 3LL,CROWNQUEST,MARTIN,LOWER SPRABERRY,9/6/2018,7542,322519,13904167,,42.8,1844,1,266,1120,544.1,0.066,0.249858878,8889.3,2
42-317413540000,FLO B 14BL,DIAMONDBACK,MARTIN,WOLFCAMP B,2/24/2019,12648,419696,22448171,,33.2,1775,1.3,265,1183,170.6,0.061,0.22586903,9669.2,2
42-317413670000,SCHARBAUER 110HM,"VENCER ENERGY, LLC",MARTIN,MIDDLE SPRABERRY,2/14/2019,10602,389026,16462468,,36.7,1553,1,353,576,246,0.051,0.095409363,8449.4,2
42-461407930000,CVX KATIE (SA) S 4442LS,SM ENERGY,UPTON,LOWER SPRABERRY,11/19/2018,10383,554677,19580018,,53.4,1886,0.8,374,874,455.6,0.058,0.25095191,8975.1,1.5
42-227395660000,BULLFROG 47 NORTH A UNIT 7LS,DIAMONDBACK,HOWARD,LOWER SPRABERRY,1/21/2019,7669,0,0,,,,,238,543,362.3,0.054,0.166274063,8067.3,1.6
42-329424400000,"SCHARBAUER, C., JR. 0072LS",CHEVRON,MIDLAND,LOWER SPRABERRY,10/5/2018,7841,394142,16242050,,50.3,2071,1,135,,350.4,0.045,0.143321607,9030.9,1.5
42-227395600000,LILLY 49 UNIT 3WA,DIAMONDBACK,HOWARD,WOLFCAMP A,4/7/2019,10336,0,0,,,,,516,2760,279.8,0.068,0.079728292,8209,1.6
42-329423750000,DONALD L. HUTT FEE W20P 16H,PIONEER,MIDLAND,WOLFCAMP A,1/10/2020,9872,477080,16839380,,48.3,1706,0.8,1145,,379.5,0.071,0.14088793,9145.8,1.5
42-329423800000,DONALD L. HUTT FEE W20M 13H,PIONEER,MIDLAND,WOLFCAMP A,1/9/2020,9872,478602,16823973,,48.5,1704,0.8,853,1014,379.8,0.07,0.139088663,9138.2,1.5
42-329425100000,RIO SAN GABRIEL 28-29 UNIT 2 171,ENDEAVOR,MIDLAND,LOWER SPRABERRY,3/22/2019,10267,428419,16332989,,41.7,1591,0.9,374,2339,452.3,0.055,0.167159919,9053.4,1.5
42-461408810000,BROOK B-11S 119H,PIONEER,UPTON,WOLFCAMP B,11/17/2018,9942,455095,28376496,,45.8,2854,1.5,799,1160,221.3,0.074,0.236180638,9347.6,1.5
42-317415200000,MERRICK UNIT 2 1106BH,EXXON,MARTIN,WOLFCAMP B,2/20/2019,10103,653736,17340088,,64.7,1716,0.6,269,353,216.2,0.088,0.323830093,8990.4,2
42-329426350000,WTH 10-3 E 251,ENDEAVOR,MIDLAND,WOLFCAMP B,2/1/2019,10285,433563,16535618,,42.2,1608,0.9,359,1801,235.2,0.072,0.284070182,9016.8,1.5
42-383403160000,SUGG-B- 1348SM,LAREDO,REAGAN,WOLFCAMP B,1/26/2019,10270,489494,16039543,,47.7,1562,0.8,159,9369,341.5,0.054,0.260150187,7498.5,1.5
42-461409140000,MORGAN 25-26B-F 4412H,PIONEER,UPTON,WOLFCAMP B,11/18/2018,10340,519726,19405120,,50.3,1877,0.9,256,819,222.7,0.069,0.223449654,9389,1.5
42-329426710000,SPANISH TRAIL 3-10 HZ UNIT 3492H,CONOCOPHILLIPS,MIDLAND,LOWER SPRABERRY,5/23/2019,6615,285061,12245209,,43.1,1851,1,334,1339,324,0.06,0.210536503,9175.9,1.5
42-173379410000,WOODY 4 5H,CONOCOPHILLIPS,GLASSCOCK,LOWER SPRABERRY,2/14/2019,4992,198165,9438331,,39.7,1891,1.1,256,1002,494.6,0.068,0.235937251,8055.8,1.6
42-227397510000,LES PAUL E 4AA,CROWNQUEST,HOWARD,WOLFCAMP A,4/13/2020,7580,313631,11399474,,41.4,1504,0.9,281,575,261.2,0.065,0.050916688,8597.8,1.6
42-227397690000,STIPA G 9AA,CROWNQUEST,HOWARD,WOLFCAMP A,2/20/2019,7627,0,15109561,,,,,502,709,268.2,0.064,0.079722849,8071.3,1.6
42-329428240000,DAVIDSON 23B 6HJ,OVINTIV,MIDLAND,WOLFCAMP A,2/21/2019,9265,873982,0,,94.3,0,0,465,3267,360.7,0.06,0.077357555,9414.7,1.5
42-317416200000,AGGIE THE BULLDOG 39-46 C 3WB,BIRCH OPERATIONS,MARTIN,WOLFCAMP B,9/3/2019,10310,535524,23808392,,51.9,2309,1.1,447,426,196.3,0.064,0.214397076,8776,1.6
42-329428220000,DAVIDSON 23A 4HC,OVINTIV,MIDLAND,MIDDLE SPRABERRY,2/20/2019,9214,446366,18751974,,48.4,2035,1,116,568,331.1,0.058,0.233640474,8360.8,1.5
42-383403840000,HALFF-HALL 1V 22H,PIONEER,REAGAN,WOLFCAMP B,6/12/2019,9950,529522,20223606,,53.2,2033,0.9,675,,249.4,0.066,0.278532294,9152.4,1.5
42-227397790000,CLASSIC UNIT 2AH,CALLON,HOWARD,DEAN,3/27/2019,8002,730210,16185129,,91.3,2023,0.5,364,637,141.9,0.058,0.401651077,7516.2,1.6
42-329428880000,TXL 20 UNIT 1 2923SH,EXXON,MIDLAND,LOWER SPRABERRY,8/6/2019,10353,544525,14447709,,52.6,1396,0.6,318,3263,444.2,0.068,0.161642408,8912,1.5
42-317417940000,STRAIN 20 UNIT 2 2007BH,EXXON,MARTIN,WOLFCAMP B,12/31/2018,10354,0,0,,,,,501,5067,223.8,0.071,0.353350887,8818.8,1.6
42-227398100000,MCFLY D 0651WA,SM ENERGY,HOWARD,WOLFCAMP A,8/21/2019,10384,472967,19208641,,45.5,1850,1,248,1316,233.8,0.065,0.052513557,7960.5,1.6
